Drug_ID	Target_ID
2213983.0	P24941
2226959.0	P24941
2943425.0	P24941
2978122.0	P24941
6539304.0	P24941
6539304.0	P24941
6098534.0	P24941
6539301.0	P24941
6539301.0	P24941
6539286.0	P24941
1239039.0	P24941
891162.0	P24941
1256261.0	P24941
6539283.0	P24941
6539283.0	P24941
6539286.0	P24941
5741739.0	P24941
935358.0	P24941
1313658.0	P24941
1091854.0	P24941
5330990.0	P24941
5330990.0	P24941
1829851.0	P24941
70701506.0	P24941
70701506.0	P24941
70701506.0	P24941
1124016.0	P24941
5497917.0	P24941
5331002.0	P24941
1292742.0	P24941
5331002.0	P24941
2907080.0	P24941
5331007.0	P24941
5331007.0	P24941
2961124.0	P24941
1250709.0	P24941
936817.0	P24941
855329.0	P24941
5330977.0	P24941
91899208.0	P24941
1299636.0	P24941
91899208.0	P24941
1095852.0	P24941
5330977.0	P24941
830335.0	P24941
698469.0	P24941
2948342.0	P24941
59697354.0	O67648
68259713.0	O67648
11164341.0	O67648
70701914.0	O67648
24888274.0	O67648
70701902.0	O67648
9971557.0	O67648
59697533.0	O67648
59697533.0	O67648
59697533.0	O67648
70701916.0	O67648
9971557.0	O67648
9971557.0	O67648
59697583.0	O67648
11012768.0	O67648
59697583.0	O67648
11012768.0	O67648
70701901.0	O67648
11128693.0	O67648
11112439.0	O67648
10998652.0	O67648
10998652.0	O67648
70701915.0	O67648
70701915.0	O67648
57391458.0	Q5HIH6
125737.0	P05181
12803316.0	P05181
3365.0	P9WPP0
3365.0	P9WPL4
71616.0	P9WPL0
70702075.0	P05181
70702076.0	P05181
348507.0	P05181
90202.0	P05181
96462.0	P05181
5403.0	P25098
19136.0	P25098
23843.0	P25098
25201460.0	P0A881
3292996.0	P0A881
22732585.0	P0A881
70702079.0	P0A881
70702080.0	P0A881
9548603.0	P0A881
122205.0	P0A881
25243949.0	P0A881
992.0	P42535
13636.0	P42535
66603.0	P42535
25165474.0	P52732
854023.0	P58154
854023.0	P58154
71463349.0	P58154
71463350.0	P58154
71463351.0	P58154
71463378.0	P00491
71463381.0	P00491
1131.0	P31550
77980.0	O74036
91899470.0	P9WQD9
71468873.0	P9WQD9
71468874.0	P9WQD9
71469109.0	P9WQD9
71469110.0	P9WQD9
71469112.0	P9WQD9
71469111.0	P9WQD9
71469113.0	P9WQD9
71468991.0	P9WQD9
71468875.0	P9WQD9
44594663.0	P23458
44594663.0	P52333
44594663.0	O60674
44594663.0	P43405
53242191.0	O43613
53259279.0	O43613
53259282.0	O43613
53259283.0	O43613
53259459.0	O43613
53259461.0	O43613
53259632.0	O43613
53259118.0	O43613
53259636.0	O43613
53259639.0	O43613
53259788.0	O43613
53259124.0	O43613
53259291.0	O43613
53259469.0	O43613
53259471.0	O43613
53259643.0	O43613
67251111.0	O43613
67251377.0	O43613
67251276.0	O43613
53259797.0	O43613
71811187.0	O43613
53259125.0	O43613
67252454.0	O43613
67253338.0	O43613
67251348.0	O43613
53259815.0	O43613
67252802.0	O43613
53242191.0	O43614
53259279.0	O43614
53259282.0	O43614
53259283.0	O43614
53259459.0	O43614
53259461.0	O43614
53259632.0	O43614
53259118.0	O43614
53259636.0	O43614
53259639.0	O43614
53259788.0	O43614
53259124.0	O43614
53259291.0	O43614
53259469.0	O43614
53259471.0	O43614
53259643.0	O43614
67251111.0	O43614
67251377.0	O43614
67251276.0	O43614
53259797.0	O43614
71811187.0	O43614
53259125.0	O43614
67252454.0	O43614
67253338.0	O43614
67251348.0	O43614
53259815.0	O43614
67252802.0	O43614
91895926.0	Q9BY41
91895926.0	Q9BY41
5311.0	Q9BY41
5311.0	Q9BY41
58805972.0	P09382
58805972.0	P17931
50942947.0	P11103
50943048.0	P11103
50943014.0	P11103
50943014.0	P11103
50943015.0	P11103
50943016.0	P11103
50943018.0	P11103
50943088.0	P11103
50943162.0	P11103
50943090.0	P11103
50943091.0	P11103
50943092.0	P11103
50943160.0	P11103
50943093.0	P11103
50943161.0	P11103
67191629.0	P11103
50943163.0	P11103
50943164.0	P11103
50943240.0	P11103
50943241.0	P11103
50943242.0	P11103
50943243.0	P11103
50943321.0	P11103
50943398.0	P11103
50943324.0	P11103
50943325.0	P11103
67194190.0	P11103
50943326.0	P11103
67193500.0	P11103
50943397.0	P11103
67193184.0	P11103
50943402.0	P11103
50943478.0	P11103
50943482.0	P11103
49843531.0	P11103
67189726.0	P11103
50942807.0	P11103
56650289.0	P11103
56650290.0	P11103
67194062.0	P11103
75664191.0	Q48481
85027570.0	Q48481
85027551.0	Q48481
85027557.0	Q48481
75664189.0	Q48481
74456803.0	Q48481
75664190.0	Q48481
85027559.0	Q48481
85027569.0	Q48481
85027819.0	Q48481
74715049.0	Q48481
74472065.0	Q48481
78044722.0	P09874
78044717.0	P09874
78044760.0	P09874
71239730.0	P09874
71239818.0	P09874
78044728.0	P09874
71239624.0	P09874
71240095.0	P09874
78044704.0	P09874
71239629.0	P09874
78044716.0	P09874
71240318.0	P09874
78044753.0	P09874
71239633.0	P09874
78044731.0	P09874
78044719.0	P09874
78044714.0	P09874
71607959.0	P09874
71239665.0	P09874
78044722.0	Q9UGN5
71239730.0	Q9UGN5
71239818.0	Q9UGN5
78044728.0	Q9UGN5
71239624.0	Q9UGN5
71240095.0	Q9UGN5
78044716.0	Q9UGN5
71240318.0	Q9UGN5
121237855.0	Q92793
121237855.0	O60885
3333.0	Q96GD4
69462.0	P05067
122172798.0	P05067
56655677.0	P05067
56655742.0	P05067
56655746.0	P05067
86294729.0	P35968
127053727.0	P63085
122362961.0	P63085
127053728.0	P63085
122362963.0	P63085
127053729.0	P63085
127053730.0	P63085
127053731.0	P63085
127053732.0	P63085
127053733.0	P63085
122362965.0	P63085
122362966.0	P63085
122362967.0	P63085
688468.0	P07550
688467.0	P07550
667688.0	P07550
688469.0	P07550
16735257.0	P07550
16736091.0	P07550
123133222.0	P07550
123133223.0	P07550
16737411.0	P07550
16737412.0	P07550
16735494.0	P07550
16736092.0	P07550
123133224.0	P07550
123133225.0	P07550
123133226.0	P07550
123133227.0	P07550
16735495.0	P07550
16737369.0	P07550
16735274.0	P07550
16735774.0	P07550
16737587.0	P07550
16737588.0	P07550
16736514.0	P07550
46844027.0	P53350
46844084.0	P53350
44968267.0	P53350
46844086.0	P53350
68034378.0	P53350
68034395.0	Q13164
68034378.0	Q13164
46844147.0	Q13164
46843463.0	Q13164
46843464.0	Q13164
5453153.0	O43175
56587958.0	O14965
698343.0	O14965
56587963.0	O14965
124081217.0	O14965
56587959.0	O14965
56587965.0	O14965
124081255.0	P14625
124081257.0	P14625
124081258.0	P14625
124081261.0	P14625
124081263.0	P14625
124081264.0	P14625
124081255.0	P07900
124081257.0	P07900
124081258.0	P07900
124081261.0	P07900
124081263.0	P07900
124081264.0	P07900
124081267.0	P14625
124081270.0	P14625
124081271.0	P14625
124081272.0	P14625
124081273.0	P14625
124081274.0	P14625
124081275.0	P14625
124081276.0	P14625
124081277.0	P14625
124081278.0	P14625
124081279.0	P14625
124081282.0	P14625
124081267.0	P07900
124081270.0	P07900
124081271.0	P07900
124081272.0	P07900
124081273.0	P07900
124081274.0	P07900
124081275.0	P07900
124081276.0	P07900
124081277.0	P07900
124081278.0	P07900
124081279.0	P07900
124081282.0	P07900
4261.0	Q13547
4261.0	Q92769
6918878.0	Q13547
6918878.0	Q92769
44590208.0	Q13547
44590208.0	Q92769
444732.0	Q13547
444732.0	Q92769
5311.0	Q13547
5311.0	Q92769
6018.0	Q01827
443408.0	P41145
124221769.0	P05164
124221770.0	P05164
126842795.0	P35354
126842796.0	P35354
126842797.0	P35354
126842798.0	P35354
126842799.0	P35354
126842802.0	P35354
3715.0	P35354
2662.0	P35354
123132213.0	O75530
123132228.0	O75530
5330972.0	P24941
126962160.0	P24941
70701514.0	P24941
5330989.0	P24941
5331007.0	P24941
70701506.0	P24941
6539283.0	P24941
6539286.0	P24941
6539301.0	P24941
6539293.0	P24941
6539304.0	P24941
6539131.0	P24941
70701509.0	P24941
713816.0	P24941
2943425.0	P24941
2226959.0	P24941
126962160.0	P24941
70701514.0	P24941
5331007.0	P24941
6539293.0	P24941
6539131.0	P24941
70701509.0	P24941
68259713.0	P47205
24888274.0	P47205
70701901.0	P47205
70701902.0	P47205
59697354.0	P47205
11164341.0	P47205
59697583.0	P47205
59697533.0	P47205
11112439.0	P47205
9971557.0	P47205
11128693.0	P47205
11012768.0	P47205
70701914.0	P47205
70701915.0	P47205
70701916.0	P47205
10998652.0	P47205
9548661.0	Q9HYR3
11870240.0	Q9HYR3
11273.0	Q9HYR3
5757.0	Q9HYR3
15478.0	Q9HYR3
10916723.0	Q9HYR3
637221.0	Q9HYR3
69442363.0	P08238
69442363.0	P08238
69440884.0	P08238
69440884.0	P08238
69438577.0	P08238
126962297.0	P08238
69441754.0	P08238
126962302.0	P08238
126962302.0	P08238
57830267.0	P08238
57830267.0	P08238
118796336.0	P08238
118796336.0	P08238
75359578.0	P08238
126962333.0	P08238
126962337.0	P08238
14568206.0	P08238
14568206.0	P08238
14082591.0	P08238
85677626.0	P08238
97399.0	P08238
97399.0	P08238
5647328.0	Q15119
15942234.0	Q15119
11955507.0	Q15119
57440476.0	Q15119
160024.0	P15121
190816.0	P15121
16058630.0	P15121
127053810.0	P15121
92044989.0	P15121
685919.0	P15121
5053787.0	P9WMC1
127053813.0	P9WMC1
57270128.0	P9WMC1
84505496.0	P9WMC1
124222719.0	P9WMC1
127053815.0	P9WMC1
86577391.0	P04585
78118478.0	P09874
78118502.0	P09874
78118506.0	P09874
78118534.0	P09874
78118537.0	P09874
78118559.0	P09874
78118560.0	P09874
78118561.0	P09874
78118562.0	P09874
78118478.0	Q9UGN5
78118502.0	Q9UGN5
121426320.0	O00443
121426320.0	O00750
121426320.0	O00329
121426320.0	P48736
121426320.0	P42345
121426375.0	O00443
121426375.0	O00750
121426375.0	O00329
121426375.0	P48736
121426375.0	P42345
121426376.0	O00443
121426376.0	O00750
121426376.0	O00329
121426376.0	P48736
121426376.0	P42345
121426388.0	O00443
121426388.0	O00750
121426388.0	O00329
121426388.0	P48736
121426388.0	P42345
121426342.0	O00443
121426342.0	O00750
121426342.0	O00329
121426342.0	P48736
121426342.0	P42345
121426383.0	O00443
121426383.0	O00750
121426383.0	O00329
121426383.0	P48736
121426383.0	P42345
121426277.0	O00443
121426277.0	O00750
121426277.0	O00329
121426277.0	P48736
121426277.0	P42345
121426192.0	O00443
121426192.0	O00750
121426192.0	O00329
121426192.0	P48736
121426192.0	P42345
121426382.0	O00443
121426382.0	O00750
121426382.0	O00329
121426382.0	P48736
121426382.0	P42345
136215708.0	O00443
136215708.0	O00750
136215708.0	O00329
136215708.0	P48736
136215708.0	P42345
136215709.0	O00443
136215709.0	O00750
136215709.0	O00329
136215709.0	P48736
136215709.0	P42345
121426350.0	O00443
121426350.0	O00750
121426350.0	O00329
121426350.0	P48736
121426350.0	P42345
121426201.0	O00443
121426201.0	O00750
121426201.0	O00329
121426201.0	P48736
121426201.0	P42345
136215710.0	O00443
136215710.0	O00750
136215710.0	O00329
136215710.0	P48736
136215710.0	P42345
121426222.0	O00443
121426222.0	O00750
121426222.0	O00329
121426222.0	P48736
121426222.0	P42345
121426218.0	O00443
121426218.0	O00750
121426218.0	O00329
121426218.0	P48736
121426218.0	P42345
136215712.0	O00443
136215712.0	O00750
136215712.0	O00329
136215712.0	P48736
136215712.0	P42345
136215713.0	O00443
136215713.0	O00750
136215713.0	O00329
136215713.0	P48736
136215713.0	P42345
121426220.0	O00443
121426220.0	O00750
121426220.0	O00329
121426220.0	P48736
121426220.0	P42345
121426615.0	O00443
121426615.0	O00750
121426615.0	O00329
121426615.0	P48736
121426615.0	P42345
121426238.0	O00443
121426238.0	O00750
121426238.0	O00329
121426238.0	P48736
121426238.0	P42345
121426137.0	O00443
121426137.0	O00750
121426137.0	O00329
121426137.0	P48736
121426137.0	P42345
121426212.0	O00443
121426212.0	O00750
121426212.0	O00329
121426212.0	P48736
121426212.0	P42345
121426242.0	O00443
121426242.0	O00750
121426242.0	O00329
121426242.0	P48736
121426242.0	P42345
136215716.0	O00443
136215716.0	O00750
136215716.0	O00329
136215716.0	P48736
136215716.0	P42345
121426279.0	O00443
121426279.0	O00750
121426279.0	O00329
121426279.0	P48736
121426279.0	P42345
136215717.0	O00443
136215717.0	O00750
136215717.0	O00329
136215717.0	P48736
136215717.0	P42345
121426253.0	O00443
121426253.0	O00750
121426253.0	O00329
121426253.0	P48736
121426253.0	P42345
121426223.0	O00443
121426223.0	O00750
121426223.0	O00329
121426223.0	P48736
121426223.0	P42345
121426223.0	O00443
121426223.0	O00750
121426223.0	O00329
121426223.0	P48736
121426178.0	O00443
121426178.0	O00750
121426178.0	O00329
121426178.0	P48736
121426178.0	P42345
121426259.0	O00443
121426259.0	O00750
121426259.0	O00329
121426259.0	P48736
121426259.0	P42345
121426379.0	O00443
121426379.0	O00750
121426379.0	O00329
121426379.0	P48736
121426379.0	P42345
121426254.0	O00443
121426254.0	O00750
121426254.0	O00329
121426254.0	P48736
121426254.0	P42345
132271625.0	O00443
132271625.0	O00750
132271625.0	O00329
132271625.0	P48736
132271625.0	P42345
132271625.0	O00443
132271625.0	O00750
132271625.0	O00329
132271625.0	P48736
132271625.0	P42345
136215719.0	O00443
136215719.0	O00750
136215719.0	O00329
136215719.0	P48736
136215719.0	P42345
121426232.0	O00443
121426232.0	O00750
121426232.0	O00329
121426232.0	P48736
121426232.0	P42345
121426251.0	O00443
121426251.0	O00750
121426251.0	O00329
121426251.0	P48736
121426251.0	P42345
132271633.0	O00443
132271633.0	O00750
132271633.0	O00329
132271633.0	P48736
132271633.0	P42345
121426289.0	O00443
121426289.0	O00750
121426289.0	O00329
121426289.0	P48736
121426289.0	P42345
121426288.0	O00443
121426288.0	O00750
121426288.0	O00329
121426288.0	P48736
121426288.0	P42345
121426371.0	O00443
121426371.0	O00750
121426371.0	O00329
121426371.0	P48736
121426371.0	P42345
121426194.0	O00443
121426194.0	O00750
121426194.0	O00329
121426194.0	P48736
121426194.0	P42345
121426367.0	O00443
121426367.0	O00750
121426367.0	O00329
121426367.0	P48736
121426367.0	P42345
121426407.0	O00443
121426407.0	O00750
121426407.0	O00329
121426407.0	P48736
121426407.0	P42345
121426411.0	O00443
121426411.0	O00750
121426411.0	O00329
121426411.0	P48736
121426411.0	P42345
121426202.0	O00443
121426202.0	O00750
121426202.0	O00329
121426202.0	P48736
121426202.0	P42345
121426213.0	O00443
121426213.0	O00750
121426213.0	O00329
121426213.0	P48736
121426213.0	P42345
121426244.0	O00443
121426244.0	O00750
121426244.0	O00329
121426244.0	P48736
121426244.0	P42345
77621042.0	P49841
77621042.0	P48730
118797815.0	P49841
4112235.0	P49841
4112235.0	P48730
136059008.0	P49841
136059008.0	P48730
121237846.0	P49841
121237846.0	P48730
137554288.0	P49841
52977119.0	P49841
52977119.0	P48730
137554289.0	P49841
137554289.0	P48730
137554290.0	P49841
121237848.0	P49841
118797816.0	P49841
118797816.0	P48730
137554292.0	P49841
137554292.0	P48730
137554294.0	P49841
137554294.0	P48730
137554295.0	P49841
121237851.0	P49841
137554299.0	P49841
137554302.0	P49841
137554302.0	P48730
52972614.0	P49841
52972614.0	P48730
137554303.0	P49841
137554303.0	P48730
136059009.0	P49841
136059009.0	P48730
136059002.0	P49841
137554304.0	P49841
137554305.0	P49841
137554307.0	P49841
137554308.0	P49841
137554310.0	P49841
121237852.0	P49841
137554314.0	P49841
135351062.0	Q15746
135351028.0	Q15746
135351100.0	Q15746
135351020.0	Q15746
135351040.0	Q15746
135351044.0	Q15746
135351076.0	Q15746
135351094.0	Q15746
135351101.0	Q15746
135351065.0	Q15746
117927355.0	P36888
117927355.0	P10721
117927211.0	P36888
117927211.0	P10721
117927118.0	P36888
117927118.0	P10721
117926850.0	P10721
117926509.0	P10721
117927244.0	P36888
117927244.0	P10721
117926824.0	P36888
117926824.0	P10721
117927239.0	P36888
117927239.0	P10721
117926795.0	P36888
117926795.0	P10721
117927308.0	P36888
117927308.0	P10721
138403682.0	P36888
138403682.0	P10721
117927134.0	P36888
117927134.0	P10721
117927306.0	P36888
117927306.0	P10721
44243436.0	P15056
44243437.0	P15056
58267841.0	P15056
58267900.0	P15056
58267975.0	P15056
58267892.0	P15056
58267755.0	P15056
58267720.0	P15056
44243005.0	P15056
118023138.0	P51449
118022465.0	P51449
138805714.0	P51449
138805715.0	P51449
138805716.0	P51449
138805717.0	P51449
118022530.0	P51449
138805718.0	P51449
138805719.0	P51449
118022821.0	P51449
138805721.0	P51449
118022461.0	P51449
118022896.0	P51449
118022901.0	P51449
138805729.0	P51449
138805730.0	P51449
118031240.0	P51449
118031318.0	P51449
118021811.0	P51449
138805733.0	P51449
138805734.0	P51449
118022917.0	P51449
118022426.0	P51449
118022426.0	P51449
118022426.0	P51449
118022481.0	P51449
118022481.0	P51449
118022481.0	P51449
118022526.0	P51449
118022454.0	P51449
118021602.0	P51449
118022837.0	P51449
138805738.0	P51449
138805747.0	P51449
138805748.0	P51449
138805753.0	P51449
138805754.0	P51449
138805753.0	P51449
138805754.0	P51449
138805755.0	P51449
138805756.0	P51449
138805759.0	P51449
138805760.0	P51449
138805770.0	P51449
138805771.0	P51449
118022629.0	P51449
138805772.0	P51449
138805773.0	P51449
138805801.0	P51449
138805802.0	P51449
118022762.0	P51449
129035470.0	P51449
138805836.0	P51449
138805838.0	P51449
118022327.0	P51449
138805839.0	P51449
138805840.0	P51449
118022475.0	P51449
138805841.0	P51449
138805842.0	P51449
118023050.0	P51449
138805843.0	P51449
138805844.0	P51449
118021955.0	P51449
118022557.0	P51449
138805851.0	P51449
138805852.0	P51449
118022864.0	P51449
118023018.0	P51449
118022706.0	P51449
118023211.0	P51449
118021732.0	P51449
118022529.0	P51449
129035423.0	P51449
138805855.0	P51449
118022575.0	P51449
118022273.0	P51449
118022273.0	P51449
118022273.0	P51449
118022898.0	P51449
138805867.0	P51449
138805868.0	P51449
118022984.0	P51449
138805875.0	P51449
138805876.0	P51449
138805877.0	P51449
138805881.0	P51449
138805881.0	P51449
138805888.0	P51449
118022370.0	P51449
138805890.0	P51449
138805891.0	P51449
91933942.0	P11362
91933942.0	P21802
91933942.0	P22607
91933942.0	P22455
91933942.0	P35968
118411042.0	P11362
118411042.0	P21802
118411042.0	P22607
118411042.0	P22455
118411042.0	P35968
118410922.0	P11362
118410922.0	P21802
118410922.0	P22607
118410922.0	P22455
118410922.0	P35968
118411046.0	P11362
118411046.0	P21802
118411046.0	P22607
118411046.0	P22455
118411046.0	P35968
118410923.0	P11362
118410923.0	P21802
118410923.0	P22607
118410923.0	P22455
118410923.0	P35968
118265507.0	P04629
118265507.0	O60674
118265507.0	Q9UM73
118265543.0	Q9UM73
118256524.0	P04629
118256524.0	P23458
118256524.0	O60674
118256524.0	P52333
118256524.0	Q9UM73
118256553.0	P04629
118256522.0	P04629
118256522.0	O60674
136953049.0	P04629
136953049.0	O60674
136953040.0	P04629
136953040.0	P23458
136953040.0	O60674
136953040.0	P52333
136953040.0	Q9UM73
124166799.0	P04629
124166799.0	O60674
136953056.0	O60674
136953056.0	Q9UM73
136953054.0	O60674
136953054.0	Q9UM73
118256550.0	O60674
118256550.0	Q9UM73
9912059.0	P34976
1488931.0	Q64077
44356739.0	P00760
44356858.0	P00760
44356739.0	P00749
10243600.0	P00760
10318840.0	P35563
44368596.0	P00918
44368596.0	P00918
44368254.0	P00918
10467688.0	P00918
44316354.0	P10826
10315687.0	P10826
44316095.0	P10826
22971725.0	P10826
44316292.0	P10826
10407870.0	P31389
5310982.0	P31389
9993212.0	P31389
23786499.0	P31389
9816183.0	P07550
14673099.0	P21731
20844482.0	P21731
44209494.0	P21731
44329879.0	P21731
19838931.0	P21731
44329690.0	P21731
19838907.0	P21731
47936.0	P11166
47936.0	P19754
6441236.0	P10276
6441236.0	P13631
6441236.0	P10826
2126.0	P10826
2126.0	P10276
9865875.0	P10826
9865875.0	P13631
197139.0	P30994
12611606.0	P30994
12611617.0	P30994
13040881.0	Q8K4Z4
6040.0	P18089
4946.0	P18089
643606.0	P29276
13157405.0	Q8K4Z4
6917762.0	Q8K4Z4
13615888.0	P33535
201687.0	P33535
44366629.0	P33535
201701.0	P33535
13615882.0	P33535
5284596.0	P33535
13615888.0	P33535
201687.0	P33535
10105627.0	Q28044
2783.0	Q28044
23844.0	Q28044
10087493.0	Q28044
5403.0	Q28044
2083.0	Q28044
2756.0	P47747
71263.0	P47747
2756.0	P47747
71263.0	P47747
6439002.0	P21731
6439002.0	P21731
13187527.0	P18090
4946.0	P18090
105104.0	P41144
44303677.0	P41144
44303768.0	P41144
12687002.0	P41144
12687007.0	P41144
12686997.0	P41144
44293931.0	P21731
11968014.0	P08482
11968014.0	P10980
11968014.0	P08483
14348818.0	P43140
14348818.0	Q8K4Z4
5284596.0	P41144
10137178.0	P97266
10137178.0	P41144
10137178.0	P32300
5284596.0	P97266
5284596.0	P32300
10411021.0	P30542
9819890.0	P28705
9949645.0	P10826
9819890.0	P28704
9819890.0	P13631
44355725.0	P00378
44355725.0	P00374
44355725.0	P00378
44355854.0	P00374
44356150.0	P00374
44356152.0	P00374
44356152.0	P00374
44355725.0	P00378
44355752.0	P00374
44356152.0	P00374
44356152.0	P00374
44355770.0	P00374
44355770.0	P00374
44355769.0	P00374
44355725.0	P00378
44356152.0	P00374
44355771.0	P00374
44355770.0	P00374
44355805.0	P00374
44355806.0	P00374
44355776.0	P00374
44355769.0	P00374
44355776.0	P00374
44355770.0	P00374
44355854.0	P00374
44355771.0	P00374
44355770.0	P00374
44355913.0	P00374
44355770.0	P00374
44355776.0	P00374
44355913.0	P00374
44356152.0	P00374
44356150.0	P00374
44355725.0	P00378
44355725.0	P00374
44356152.0	P00374
44355752.0	P00374
44355806.0	P00374
44356152.0	P00374
44355725.0	P00378
44355805.0	P00374
44355771.0	P00374
44355770.0	P00374
44355770.0	P00374
44356150.0	P00374
44355769.0	P00374
44355725.0	P00374
44356152.0	P00374
44355913.0	P00374
44355752.0	P00374
44355770.0	P00374
44355806.0	P00374
44355805.0	P00374
44356152.0	P00374
44355854.0	P00374
44355770.0	P00374
10365181.0	P08482
10365181.0	P10980
10387775.0	P08482
10365181.0	P08485
10387775.0	P10980
688566.0	P08482
688566.0	P10980
10668458.0	P32300
44336001.0	P32300
73353035.0	P32300
44336032.0	P97266
10596072.0	P32300
44336096.0	P32300
44336001.0	P97266
44336032.0	P32300
73351569.0	P32300
73353035.0	P97266
44336081.0	P32300
10527469.0	P43140
5401.0	P23944
10527469.0	P35348
10527469.0	P23944
5401.0	P35348
5401.0	P43140
10619270.0	Q2NNR5
44355725.0	P00374
44356150.0	P00374
44356152.0	P00374
44355771.0	P00374
44355769.0	P00374
44355913.0	P00374
44355854.0	P00374
44355770.0	P00374
44355752.0	P00374
44355806.0	P00374
44355805.0	P00374
10062863.0	P00918
80563.0	P00918
10334453.0	P00918
446240.0	P00918
4093508.0	P00918
9971808.0	P00918
4347.0	P00918
44306870.0	P00918
